name,doresal/ventral,anterior/posterior,left/right,sex,sub/family,genus,species,subspecies,name,area,ellipse_axe_2_length,max_axe_2_length,deviation_max_axe_2_from_center,axe_2_moment_2,axe_2_moment_3,axe_2_moment_4,std_axe_2_moment_2,std_axe_2_moment_3,std_axe_2_moment_4
JM02.2140,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,JM02.2140-d_Ant_g,1298045.0,881.6457,981.0,0.76407,311002197061.0,193381864791935.0,1.30685519660121e+17,0.49896,0.5403899999999999,0.5742
JM02.2140,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,JM02.2140-v_Ant_d,1303017.0,882.5556,982.0,-0.56365,312681300415.0,194548343910901.0,1.31529101966855e+17,0.49883999999999995,0.54023,0.57399
JM02.2140,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,JM02.2140-v_Ant_g,1289221.0,879.7544,966.0,6.9384,302801967672.0,186855904863090.0,1.25231555831212e+17,0.50169,0.54377,0.57792
JM02.3356,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,JM02.3356-d_Ant_d,1008918.0,791.2427,866.0,14.163,191881563323.0,106777010913373.0,6.46450435476841e+16,0.50358,0.5462100000000001,0.58097
JM02.3356,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,JM02.3356-d_Ant_g,963752.0,753.7085,820.0,-16.2934,168417099102.0,89160800839448.0,5.10724437523655e+16,0.5098,0.55156,0.58512
JM02.3356,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,JM02.3356-v_Ant_d,960957.0,753.1862,820.0,-16.6114,167356060607.0,88483419675713.0,5.06197908439771e+16,0.50893,0.55069,0.58424
JM02.3356,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,JM02.3356-v_Ant_g,1007381.0,790.7468,868.0,-5.5417,191318454091.0,106406902180255.0,6.43971632412854e+16,0.50207,0.54459,0.57929
JM02.3560,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,mothone,JM02.3560-d_Ant_d,493018.0,355.7309,416.0,36.2615,27880813800.0,7851712300982.0,2357865306190040.0,0.57165,0.6047899999999999,0.63215
JM02.3560,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,mothone,JM02.3560-d_Ant_g,1042564.0,801.3813,886.0,-7.8028,198486658898.0,111126363003012.0,6.7744121153536e+16,0.49246999999999996,0.53514,0.56985
JM02.3560,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,mothone,JM02.3560-v_Ant_d,1043911.0,801.9289,886.0,-10.8483,198843545700.0,111370663095172.0,6.79204777940866e+16,0.4926,0.5353100000000001,0.57003
JM02.3560,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,mothone,JM02.3560-v_Ant_g,498776.0,355.9227,406.0,28.6994,27679725349.0,7742108748869.0,2308054357704090.0,0.58023,0.61441,0.64241
JM04.0139,d,Ant,d,m,NA,Melinaea,marsaeus,phasiana,JM04.0139-d_Ant_d,911044.0,753.3331,827.0,-65.6152,152000994918.0,79847489483146.0,4.57174942958098e+16,0.49391,0.5371199999999999,0.57231
JM04.0139,d,Ant,g,m,NA,Melinaea,marsaeus,phasiana,JM04.0139-d_Ant_g,894086.0,746.2188,824.0,-13.6778,147326396557.0,76804746649171.0,4.36489562557362e+16,0.49263,0.5354800000000001,0.5704600000000001
JM04.0139,v,Ant,d,m,NA,Melinaea,marsaeus,phasiana,JM04.0139-v_Ant_d,895504.0,748.2586,825.0,-16.9747,147916083002.0,77248664592474.0,4.39780344637458e+16,0.49263,0.5355800000000001,0.5706100000000001
JM04.0139,v,Ant,g,m,NA,Melinaea,marsaeus,phasiana,JM04.0139-v_Ant_g,911436.0,753.2957,829.0,-29.169,151792528595.0,79695497006399.0,4.56122044793547e+16,0.49227,0.5354,0.5705399999999999
JM09.0035,d,Ant,d,f,Heliconiinae,Heliconius,numata,elegans/arcuella,JM09.0035-d_Ant_d,1062423.0,821.2429,891.0,2.4679,218551803735.0,125688455476261.0,7.8212857654769e+16,0.5090399999999999,0.55096,0.5846100000000001
JM09.0097,d,Ant,d,m,Heliconiinae,Heliconius,numata,elegans,JM09.0097-d_Ant_d,855553.0,716.3965,771.0,-62.1539,134035783361.0,67366884253933.0,3.66531903079564e+16,0.51337,0.55592,0.59008
JM09.0248,d,Ant,g,f,Heliconiinae,Heliconius,numata,elegans,JM09.0248-d_Ant_g,989499.0,789.2218,864.0,-4.2769,192233456136.0,107054380778984.0,6.4531458973969e+16,0.5101399999999999,0.5515,0.5848899999999999
JM09.0359,d,Ant,g,f,Heliconiinae,Heliconius,numata,elegans/arcuella f. seraphion,JM09.0359-d_Ant_g,902258.0,752.6962,823.0,-13.0105,159421633938.0,84683766992872.0,4.87120161982254e+16,0.51075,0.55219,0.5857
JM09.0362,d,Ant,g,m,Heliconiinae,Heliconius,numata,elegans,JM09.0362-d_Ant_g,1071278.0,821.0612,888.0,-78.6897,221325562097.0,127686709294745.0,7.97979213330847e+16,0.51186,0.5542,0.58831
MJ05.0004,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0004-d_Ant_d,1042002.0,803.1015,879.0,-15.2327,211287701552.0,120014278367590.0,7.37368161388932e+16,0.5122899999999999,0.55352,0.58677
MJ05.0005,d,Ant,g,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0005-d_Ant_g,1056220.0,823.6647,887.0,-60.7254,221092962046.0,128206924588950.0,8.05156703160871e+16,0.51581,0.55821,0.59239
MJ05.0006,d,Ant,g,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0006-d_Ant_g,865452.0,724.6755,796.0,-28.9878,141096828392.0,72089590917944.0,3.98882272907269e+16,0.50725,0.54865,0.58209
MJ05.0007,d,Ant,g,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0007-d_Ant_g,1124187.0,835.4775,895.0,-73.9408,235966094542.0,137656803591356.0,8.69589575258814e+16,0.5119,0.55483,0.58925
MJ05.0012,d,Ant,g,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0012-d_Ant_g,947305.0,772.1875,852.0,4.2021,178376159193.0,97668232723563.0,5.79519265101425e+16,0.50931,0.5503600000000001,0.58372
MJ05.0028,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0028-d_Ant_d,903706.0,742.6958,801.0,-44.9432,152729530637.0,79602357258057.0,4.49038732600198e+16,0.51323,0.55548,0.58943
MJ05.0029,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0029-d_Ant_d,1088268.0,810.5329,882.0,-40.0235,222173417830.0,126930222502052.0,7.84477119223855e+16,0.5122800000000001,0.55395,0.58748
MJ05.0030,d,Ant,g,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0030-d_Ant_g,881427.0,738.6551,810.0,-24.0662,146776593320.0,76140387119586.0,4.28592749437204e+16,0.50379,0.54575,0.5797399999999999
MJ05.0034,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0034-d_Ant_d,998779.0,796.0091,867.0,-51.7567,193480549749.0,108340938301171.0,6.5844496202812e+16,0.50765,0.55008,0.58444
MJ05.0061,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0061-d_Ant_d,1113236.0,848.7372,921.0,-62.3865,251427654634.0,150829487351334.0,9.78905804976783e+16,0.516,0.55766,0.59126
MJ05.0062,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0062-d_Ant_d,1102652.0,837.5042,902.0,-34.8008,231584011290.0,135576005534124.0,8.61366543046056e+16,0.50808,0.55128,0.58611
MJ05.0079,d,Ant,d,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ05.0079-d_Ant_d,1164841.0,878.4527,959.0,-32.2636,276739664239.0,171304016339793.0,1.1505011210392e+17,0.50826,0.5504,0.58457
MJ05.0120,d,Ant,g,f,Heliconiinae,Heliconius,numata,arcuella,MJ05.0120-d_Ant_g,1134116.0,851.1996,925.0,-44.6584,249954557284.0,149468226647730.0,9.71011455949118e+16,0.50753,0.55016,0.5847899999999999
MJ05.0124,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ05.0124-d_Ant_g,946526.0,752.7291,823.0,-33.0168,166500555865.0,88415981800177.0,5.0871342412592e+16,0.50961,0.5513100000000001,0.58504
MJ05.0128,d,Ant,d,m,Heliconiinae,Heliconius,numata,arcuella,MJ05.0128-d_Ant_d,974364.0,783.8269,826.0,-72.9366,179413215889.0,97941211477293.0,5.78028127026982e+16,0.5195,0.5629,0.59748
MJ05.0129,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ05.0129-d_Ant_g,1171794.0,833.4608,906.0,-45.3923,250951364477.0,147100955359207.0,9.33062984059811e+16,0.51079,0.55266,0.58632
MJ05.0183,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ05.0183-d_Ant_g,997773.0,769.062,835.0,-59.6511,178287319291.0,95803108462981.0,5.5725861507413e+16,0.5062399999999999,0.5484,0.5822
MJ05.0184,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ05.0184-d_Ant_d,1018734.0,783.9039,852.0,-19.1612,187003295786.0,102175016501088.0,6.05201663637085e+16,0.5028699999999999,0.54532,0.5794600000000001
MJ05.0203,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ05.0203-d_Ant_d,990752.0,786.3951,852.0,-43.5677,189287455360.0,104757404826178.0,6.27576613265115e+16,0.51303,0.55501,0.58882
MJ05.0205,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ05.0205-d_Ant_d,1150416.0,839.7413,918.0,-70.6361,248301469817.0,146492094406753.0,9.36481088879201e+16,0.50608,0.54804,0.58186
MJ05.0206,d,Ant,g,m,Heliconiinae,Heliconius,numata,aurora,MJ05.0206-d_Ant_g,1089595.0,822.3321,892.0,-63.9328,222825099314.0,128256765912710.0,8.00008423591668e+16,0.50697,0.54942,0.58357
MJ05.0231,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ05.0231-d_Ant_g,966872.0,776.5785,853.0,-33.1651,176791171272.0,96306302281086.0,5.69750622960111e+16,0.5013,0.54343,0.5776
MJ05.1091,d,Ant,g,f,Heliconiinae,Heliconius ,numata,bicoloratus,MJ05.1091-d_Ant_g,1167886.0,862.9523,947.0,-6.5552,270668297848.0,165015522815464.0,1.09125806314575e+17,0.50836,0.54999,0.58382
MJ05.1115,d,Ant,d,f,Heliconiinae,Heliconius ,numata,bicoloratus,MJ05.1115-d_Ant_d,1172635.0,838.8309,913.0,43.4238,254874884925.0,150656161961013.0,9.6524534106916e+16,0.51064,0.5526800000000001,0.58668
MJ05.1116,d,Ant,d,f,Heliconiinae,Heliconius ,numata,bicoloratus,MJ05.1116-d_Ant_d,1053937.0,816.9057,901.0,-38.1385,215098824615.0,123635943362005.0,7.72131388964947e+16,0.5014,0.54332,0.5774199999999999
MJ05.1186,d,Ant,d,m,Heliconiinae,Heliconius ,numata,bicoloratus,MJ05.1186-d_Ant_d,1079881.0,794.3932,865.0,-25.0989,216181157757.0,121585680674985.0,7.38254474801439e+16,0.51726,0.55824,0.59114
MJ05.1206,d,Ant,g,f,Heliconiinae,Heliconius ,numata,aurora,MJ05.1206-d_Ant_g,1128381.0,845.5459,923.0,-20.833000000000002,251988908585.0,150540621165127.0,9.7400646100725e+16,0.51199,0.5536,0.58725
MJ05.1207,d,Ant,d,f,Heliconiinae,Heliconius ,numata,aurora,MJ05.1207-d_Ant_d,951544.0,788.5232,858.0,-38.0842,181637725737.0,100703994254369.0,6.05178618317436e+16,0.50922,0.5513,0.5853
MJ05.1240,d,Ant,d,m,Heliconiinae,Heliconius ,numata,silvana,MJ05.1240-d_Ant_d,1186182.0,882.2394,947.0,-67.6038,276444531169.0,170253283428857.0,1.1367292372125e+17,0.50977,0.55288,0.58753
MJ05.1241,d,Ant,d,f,Heliconiinae,Heliconius ,numata,silvana,MJ05.1241-d_Ant_d,935317.0,753.4228,836.0,-21.3758,161357652499.0,85394101514019.0,4.91162609294082e+16,0.49683,0.53862,0.5726100000000001
MJ05.1242,d,Ant,d,m,Heliconiinae,Heliconius ,numata,silvana,MJ05.1242-d_Ant_d,983405.0,780.31,846.0,-4.8915,184514854226.0,101310193457392.0,6.02149642457761e+16,0.5120100000000001,0.55412,0.58799
MJ05.1243,d,Ant,g,f,Heliconiinae,Heliconius ,numata,arcuella,MJ05.1243-d_Ant_g,995913.0,804.2015,881.0,-27.3529,194241363646.0,109500867334314.0,6.71134127457635e+16,0.5012800000000001,0.54378,0.57832
MJ05.1244,d,Ant,d,f,Heliconiinae,Heliconius ,numata,aurora,MJ05.1244-d_Ant_d,1084578.0,835.9552,915.0,-18.5251,233577470445.0,137476959529233.0,8.77505296435082e+16,0.50718,0.5489999999999999,0.5828800000000001
MJ05.1264,d,Ant,g,m,Heliconiinae,Heliconius ,numata,aurora,MJ05.1264-d_Ant_g,716753.0,669.5888,720.0,-75.7963,96089759990.0,44907601780852.0,2.27577205693689e+16,0.50854,0.5516300000000001,0.58628
MJ05.1265,d,Ant,d,f,Heliconiinae,Heliconius ,numata,aurora,MJ05.1265-d_Ant_d,987815.0,782.9133,849.0,-17.9889,188748936698.0,104230696697828.0,6.22744066366368e+16,0.5148699999999999,0.5565899999999999,0.5902
MJ05.1272,d,Ant,d,m,Heliconiinae,Heliconius ,numata,aurora,MJ05.1272-d_Ant_d,1007267.0,806.2202,872.0,-72.1051,200428228814.0,113489487011386.0,6.96094968824236e+16,0.51155,0.55389,0.5879800000000001
MJ05.1273,d,Ant,d,m,Heliconiinae,Heliconius ,numata,aurora,MJ05.1273-d_Ant_d,1015152.0,821.1617,888.0,51.0816,214076208732.0,123639311463866.0,7.70118437406428e+16,0.5171399999999999,0.55821,0.59101
MJ05.1278,d,Ant,d,m,Heliconiinae,Heliconius ,numata,silvana,MJ05.1278-d_Ant_d,980874.0,780.3763,856.0,-39.5728,188369403422.0,104015539255578.0,6.21064890142039e+16,0.51195,0.55295,0.58601
MJ05.1326,d,Ant,d,f,Heliconiinae,Heliconius ,numata,bicoloratus,MJ05.1326-d_Ant_d,1034946.0,814.1368,886.0,-7.2797,211887226936.0,121449995614688.0,7.54349320790092e+16,0.51069,0.5525800000000001,0.58645
MJ05.1349,d,Ant,g,f,Heliconiinae,Heliconius ,numata,bicoloratus,MJ05.1349-d_Ant_g,917051.0,749.1693,818.0,-7.4287,159258135968.0,83997703836376.0,4.79677690606513e+16,0.50945,0.55107,0.5846399999999999
MJ05.1360,d,Ant,d,f,Heliconiinae,Heliconius ,numata,tarapotensis,MJ05.1360-d_Ant_d,931825.0,770.4278,849.0,-6.8008,175336028965.0,95795516415795.0,5.66476782524188e+16,0.51093,0.55178,0.58486
MJ05.1361,v,Ant,d,f,Heliconiinae,Heliconius ,numata,tarapotensis,MJ05.1361-v_Ant_d,838671.0,701.4862,776.0,15.6355,129830276707.0,64338142780493.0,3.44767628699144e+16,0.50703,0.54756,0.58026
MJ05.1364,d,Ant,d,f,Heliconiinae,Heliconius ,numata,bicoloratus,MJ05.1364-d_Ant_d,866076.0,729.1105,794.0,-13.0507,142850125453.0,73369894480321.0,4.07955986146771e+16,0.5115,0.55314,0.5867399999999999
MJ05.1366,d,Ant,g,m,Heliconiinae,Heliconius ,numata,bicoloratus,MJ05.1366-d_Ant_g,951252.0,759.5517,822.0,-72.1875,168077276302.0,89767805881654.0,5.19535597014735e+16,0.51137,0.55386,0.58811
MJ07.0006,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ07.0006-d_Ant_d,979080.0,769.1889,853.0,17.075,177398421380.0,96114894771266.0,5.6650154744451e+16,0.49901999999999996,0.54081,0.57497
MJ07.0006,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ07.0006-d_Ant_g,983863.0,766.4996,850.0,16.2755,177105796538.0,95550257961732.0,5.60108586831945e+16,0.49915,0.54077,0.57467
MJ07.0006,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ07.0006-v_Ant_d,985626.0,766.2452,850.0,12.5386,177209466546.0,95546973691816.0,5.59706805831502e+16,0.49885,0.5404399999999999,0.57431
MJ07.0006,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ07.0006-v_Ant_g,988578.0,770.1144,854.0,9.6441,179536903562.0,97373353456364.0,5.74365916119458e+16,0.49901,0.54078,0.57489
MJ07.0328,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0328-d_Ant_d,988449.0,803.3179,887.0,-9.4059,199800466171.0,113614683049113.0,7.00616640191745e+16,0.5068699999999999,0.54815,0.5817100000000001
MJ07.0328,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0328-d_Ant_g,975301.0,798.6044,880.0,-15.7292,190695051042.0,107182396962834.0,6.54172258360583e+16,0.50248,0.5443100000000001,0.5783
MJ07.0328,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0328-v_Ant_d,976944.0,798.5776,882.0,6.3359,191743207835.0,107888996899719.0,6.59102057030392e+16,0.50229,0.54396,0.5778300000000001
MJ07.0328,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0328-v_Ant_g,987492.0,802.7902,886.0,-12.6256,198120746800.0,112365715022064.0,6.91235987218073e+16,0.50555,0.54693,0.58055
MJ07.0329,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0329-d_Ant_d,922951.0,752.6193,836.0,1.9577,161015333017.0,85323899687599.0,4.90559378419976e+16,0.49962,0.54087,0.57434
MJ07.0329,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0329-d_Ant_g,949945.0,772.465,845.0,-0.29345,174181351217.0,94740398283999.0,5.59475673709628e+16,0.50675,0.54881,0.58299
MJ07.0329,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0329-v_Ant_d,948084.0,770.8795,845.0,0.14786,174041811605.0,94623085666617.0,5.58422656333801e+16,0.50705,0.54894,0.58301
MJ07.0329,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0329-v_Ant_g,921706.0,751.9671,835.0,-0.22045,160151492029.0,84736451351805.0,4.86497958292397e+16,0.49921000000000004,0.54051,0.57403
MJ07.0330,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0330-d_Ant_d,873354.0,726.0663,809.0,15.3871,146031449170.0,75104640609322.0,4.17497254303222e+16,0.50545,0.5456,0.57799
MJ07.0330,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0330-d_Ant_g,927358.0,788.5558,857.0,-21.6136,173799884866.0,96060474695134.0,5.77108088715646e+16,0.50515,0.54801,0.5828
MJ07.0330,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0330-v_Ant_d,928103.0,788.7721,856.0,-20.4043,174549584709.0,96580994924989.0,5.80800480365774e+16,0.50663,0.5494899999999999,0.5843
MJ07.0330,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0330-v_Ant_g,873013.0,725.6933,808.0,14.2875,145392834197.0,74659894572487.0,4.14366900457819e+16,0.50507,0.54527,0.57767
MJ07.0331,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0331-d_Ant_d,961467.0,776.4731,846.0,8.0487,177108488939.0,96591344408679.0,5.71465751678848e+16,0.50732,0.5495,0.5836399999999999
MJ07.0331,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0331-d_Ant_g,954091.0,770.575,843.0,-4.399,174808296627.0,94934143176329.0,5.59322169194255e+16,0.50776,0.54969,0.5837
MJ07.0331,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0331-v_Ant_d,955229.0,770.3941,842.0,-1.186,175548323214.0,95409874314710.0,5.62469636780012e+16,0.50913,0.55104,0.58504
MJ07.0331,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0331-v_Ant_g,959483.0,775.5134,845.0,26.9421,175980932044.0,95792416129432.0,5.65642014774457e+16,0.5068199999999999,0.5489999999999999,0.58314
MJ07.0332,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0332-d_Ant_d,1050572.0,820.982,887.0,-13.5763,216092571867.0,124613486370751.0,7.79738804523839e+16,0.51131,0.55393,0.58845
MJ07.0332,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0332-d_Ant_g,1047758.0,822.0602,890.0,14.7455,216205393855.0,124875523544409.0,7.82699972138973e+16,0.5104,0.55295,0.58741
MJ07.0332,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0332-v_Ant_d,1048286.0,818.4935,885.0,-14.6027,214532125935.0,123346318362361.0,7.69328920483553e+16,0.51117,0.5537,0.58812
MJ07.0332,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0332-v_Ant_g,1047706.0,821.9265,890.0,15.0194,215921395009.0,124652929514171.0,7.80948285943929e+16,0.51008,0.5526300000000001,0.58709
MJ07.0333,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0333-d_Ant_d,932312.0,766.0307,848.0,-21.401999999999997,165468866609.0,88911489579829.0,5.19211649421405e+16,0.4968,0.53877,0.57286
MJ07.0333,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0333-d_Ant_g,929166.0,758.9580000000001,838.0,-30.085,161977320526.0,86223546240788.0,4.98774386750438e+16,0.49823999999999996,0.5402600000000001,0.57439
MJ07.0333,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0333-v_Ant_d,929055.0,758.7232,838.0,-23.7304,161696930195.0,86014607189665.0,4.97212441092723e+16,0.49783999999999995,0.53984,0.57396
MJ07.0333,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0333-v_Ant_g,933903.0,767.3819,849.0,-12.9493,165548600553.0,89002086244295.0,5.20245289463705e+16,0.49591,0.53801,0.57223
MJ07.0334,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0334-d_Ant_d,914722.0,742.7331,817.0,-16.0426,151980768968.0,79074141680950.0,4.47095471872415e+16,0.49892,0.5412,0.5755100000000001
MJ07.0334,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0334-d_Ant_g,913785.0,749.8038,824.0,0.804,155189561724.0,81599813361638.0,4.66306585932553e+16,0.50013,0.5424399999999999,0.57681
MJ07.0334,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0334-v_Ant_d,916638.0,750.2349,823.0,-3.115,155665107383.0,81850111263365.0,4.67634991958553e+16,0.5007199999999999,0.54309,0.5774699999999999
MJ07.0334,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0334-v_Ant_g,913415.0,742.2691,816.0,-17.8939,151617152371.0,78844750279909.0,4.45586375216235e+16,0.49928999999999996,0.5416,0.57594
MJ07.0335,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0335-d_Ant_d,1006134.0,795.415,879.0,-34.754,190947941863.0,106408028947099.0,6.45286447524475e+16,0.49561000000000005,0.5379999999999999,0.5725100000000001
MJ07.0335,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0335-d_Ant_g,1010382.0,807.3164,888.0,-27.7391,197663732639.0,111885604601887.0,6.89469579304472e+16,0.49809,0.54077,0.57557
MJ07.0335,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0335-v_Ant_d,1013584.0,808.0804,889.0,-41.213,198752843443.0,112624232935381.0,6.94746831909519e+16,0.49811000000000005,0.54078,0.5755600000000001
MJ07.0335,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0335-v_Ant_g,1004559.0,795.0664,879.0,24.575,190345548389.0,105994691143683.0,6.4228254491123e+16,0.49522,0.53759,0.57207
MJ07.0336,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0336-d_Ant_d,928304.0,769.4583,846.0,-35.6953,163850999460.0,88435489186292.0,5.20734228702616e+16,0.4966,0.53985,0.57526
MJ07.0336,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0336-d_Ant_g,927243.0,769.1813,848.0,-22.0477,163879797817.0,88425072436733.0,5.2028857036413e+16,0.49576000000000003,0.53876,0.57394
MJ07.0336,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0336-v_Ant_d,930880.0,769.346,847.0,-16.0038,164539720086.0,88784363873300.0,5.22410278784825e+16,0.49637,0.53942,0.5746399999999999
MJ07.0336,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ07.0336-v_Ant_g,927635.0,770.5167,850.0,-42.0112,164046234187.0,88656380540989.0,5.22858287883844e+16,0.49473999999999996,0.53789,0.57324
MJ07.2027,d,Ant,g,f,Heliconiinae,Heliconius,numata,silvana,MJ07.2027-d_Ant_g,928056.0,762.55,842.0,-21.7718,164667709702.0,88202963666002.0,5.12805977513186e+16,0.50027,0.54199,0.57581
MJ07.2028,d,Ant,g,f,Heliconiinae,Heliconius,numata,aurora,MJ07.2028-d_Ant_g,1000758.0,800.3152,885.0,-23.7734,201472826446.0,114247545884036.0,7.02709966230531e+16,0.5069899999999999,0.54815,0.5816600000000001
MJ07.2066,d,Ant,d,f,Heliconiinae,Heliconius,numata,aurora,MJ07.2066-d_Ant_d,917549.0,760.5788,832.0,-37.4663,161056344257.0,85967035464073.0,4.98320335467089e+16,0.50356,0.5459,0.58023
MJ07.2130,d,Ant,d,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ07.2130-d_Ant_d,911657.0,746.8841,817.0,-18.9035,156432107109.0,82309275208997.0,4.70105999015777e+16,0.50702,0.5491,0.58327
