name,doresal/ventral,anterior/posterior,left/right,sex,sub/family,genus,species,subspecies,name,area,ellipse_axe_2_length,max_axe_2_length,deviation_max_axe_2_from_center,axe_2_moment_2,axe_2_moment_3,axe_2_moment_4,std_axe_2_moment_2,std_axe_2_moment_3,std_axe_2_moment_4
MJ97.0202,d,Ant,g,m,Heliconiinae,Heliconius,numata,aurora,MJ97.0202-d_Ant_g,989381.0,772.7694,840.0,-41.9793,182685827984.0,99309450937780.0,5.84101465266426e+16,0.51155,0.5532600000000001,0.58682
MJ97.0205,d,Ant,d,m,Heliconiinae,Heliconius,numata,arcuella,MJ97.0205-d_Ant_d,972383.0,793.2081,863.0,-17.3366,185498080785.0,103088847262053.0,6.21353890027608e+16,0.5061,0.54842,0.5825899999999999
MJ97.0206,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0206-d_Ant_g,808009.0,692.1527,762.0,-12.4642,119418984499.0,58191243794859.0,3.0744940391613e+16,0.50451,0.546,0.5796100000000001
MJ97.0208,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ97.0208-d_Ant_d,887923.0,715.8053,785.0,9.3191,140640736774.0,70780080516226.0,3.85263575634552e+16,0.5069899999999999,0.54825,0.5814
MJ97.0210,v,Ant,d,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0210-v_Ant_d,1070587.0,806.0234,879.0,-43.4926,214193672870.0,121413930355784.0,7.45406542161671e+16,0.5088699999999999,0.55067,0.58439
MJ97.0211,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0211-d_Ant_d,844087.0,731.5601,811.0,8.3832,137313790939.0,70618703791511.0,3.95134955166452e+16,0.49733,0.5392899999999999,0.57355
MJ97.0211,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0211-d_Ant_g,846174.0,731.7791,803.0,-8.8518,137789907002.0,70922665736704.0,3.97131406361797e+16,0.50253,0.545,0.57963
MJ97.0211,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0211-v_Ant_d,850818.0,733.5508,805.0,-4.7201,139233018489.0,71835313530241.0,4.03148568160595e+16,0.50252,0.54497,0.57958
MJ97.0211,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0211-v_Ant_g,846062.0,732.5945,811.0,7.3099,137728662701.0,70880269827907.0,3.96852812904234e+16,0.4975,0.5395399999999999,0.5738300000000001
MJ97.0212,d,Ant,g,f,Heliconiinae,Heliconius,numata,arcuella,MJ97.0212-d_Ant_g,1018291.0,784.0424,860.0,27.5375,195034161950.0,107893500082926.0,6.46733586876714e+16,0.50889,0.55023,0.58373
MJ97.0215,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0215-d_Ant_d,995893.0,816.1102,900.0,22.8446,215499467867.0,125118806400173.0,7.83635998697594e+16,0.51686,0.5564899999999999,0.58848
MJ97.0215,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0215-d_Ant_g,1024027.0,814.0461,892.0,7.263,205093449101.0,116983349156541.0,7.24777253040178e+16,0.50171,0.54397,0.57824
MJ97.0215,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0215-v_Ant_d,1024270.0,814.0283,891.0,9.4519,205015455931.0,116904724697271.0,7.24032884288624e+16,0.50212,0.5444100000000001,0.5787100000000001
MJ97.0215,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0215-v_Ant_g,994810.0,814.6145,899.0,24.1762,214815960412.0,124566785426726.0,7.79200726327505e+16,0.5169,0.5564899999999999,0.58846
MJ97.0216,d,Ant,d,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0216-d_Ant_d,1024821.0,806.3751,890.0,27.849,213102029522.0,122075778732538.0,7.56241379269721e+16,0.51237,0.55285,0.58562
MJ98.2050,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2050-d_Ant_d,959168.0,793.2247,868.0,-1.8334,185642257612.0,103634144628338.0,6.27647569079256e+16,0.50684,0.54872,0.5826899999999999
MJ98.2050,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2050-d_Ant_g,963953.0,801.668,872.0,-8.4625,187828927778.0,105690363667862.0,6.46282347309085e+16,0.50622,0.54888,0.58355
MJ98.2050,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2050-v_Ant_d,963645.0,801.4414,872.0,8.7672,186817668102.0,104951608105520.0,6.40809891757182e+16,0.50493,0.54766,0.58235
MJ98.2050,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2050-v_Ant_g,962328.0,794.1169,868.0,-3.6524,186920511620.0,104526053619978.0,6.34159205829381e+16,0.50775,0.54969,0.5837100000000001
MJ98.2051,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2051-d_Ant_d,956172.0,759.2101,836.0,-5.0044,168083148435.0,89610920523135.0,5.18491374576432e+16,0.50152,0.5433399999999999,0.57722
MJ98.2051,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2051-d_Ant_g,973464.0,778.6829,860.0,1.6464,182826177365.0,100561698125013.0,6.00516586776065e+16,0.50392,0.5456,0.5795
MJ98.2051,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2051-v_Ant_d,972289.0,778.8835,860.0,1.9753,183144545808.0,100826040687952.0,6.02522795263221e+16,0.50466,0.5463,0.58016
MJ98.2051,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2051-v_Ant_g,960105.0,760.931,840.0,-9.3388,169167096871.0,90387269272521.0,5.24439754438718e+16,0.49971000000000004,0.54156,0.57553
MJ98.2079,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ98.2079-d_Ant_d,1185721.0,847.2256,943.0,11.0472,269146284473.0,161649557134125.0,1.05203354060646e+17,0.5052300000000001,0.54578,0.57876
MJ98.2079,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ98.2079-d_Ant_g,1198933.0,856.3389999999999,951.0,18.5479,271782315106.0,164042615262246.0,1.07449171302319e+17,0.50065,0.54184,0.57534
MJ98.2079,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ98.2079-v_Ant_d,1200021.0,856.6141,950.0,17.2576,271350599433.0,163665997081581.0,1.07123497536375e+17,0.50055,0.54183,0.5753699999999999
MJ98.2079,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ98.2079-v_Ant_g,1189364.0,846.5617,942.0,14.6573,269261513417.0,161504384377913.0,1.0495298687043e+17,0.5051,0.54564,0.5785899999999999
MJ98.2082,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ98.2082-d_Ant_d,1117791.0,820.9747,917.0,14.7903,244315429717.0,143385764043037.0,9.1123180334334e+16,0.50983,0.54998,0.5827
MJ98.2082,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ98.2082-d_Ant_g,1126038.0,818.0119,916.0,14.6872,241145106455.0,140524041656811.0,8.87541726667341e+16,0.5052,0.54555,0.57845
MJ98.2082,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ98.2082-v_Ant_d,1132610.0,820.118,919.0,9.8596,242622401199.0,141568224622151.0,8.95584895674596e+16,0.50363,0.54406,0.57702
MJ98.2082,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ98.2082-v_Ant_g,1116836.0,820.7876,916.0,38.6037,244225271781.0,143352245019503.0,9.11186978842615e+16,0.51051,0.55069,0.5834600000000001
MJ98.2165,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2165-d_Ant_d,927223.0,754.77,830.0,1.8955,163373428556.0,87028154123272.0,5.03133487821083e+16,0.50573,0.5475399999999999,0.5815
MJ98.2165,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2165-d_Ant_g,940065.0,764.0482,841.0,-10.9322,168461423321.0,90591566223481.0,5.2858423684071e+16,0.50336,0.54515,0.57902
MJ98.2165,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2165-v_Ant_d,941759.0,764.0002,840.0,-14.6888,168587389765.0,90626181703741.0,5.2858859933167e+16,0.50369,0.5455399999999999,0.57945
MJ98.2165,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ98.2165-v_Ant_g,926996.0,754.2644,828.0,-26.4956,162862613534.0,86645039555384.0,5.00241129848327e+16,0.50622,0.5481,0.5821
MJ99.0002,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0002-d_Ant_g,834556.0,713.9566,778.0,-29.4687,130773239663.0,65687652074265.0,3.57709163293243e+16,0.50881,0.55085,0.5848399999999999
MJ99.0013,d,Ant,d,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0013-d_Ant_d,1093378.0,833.5844,909.0,38.1724,237324259757.0,139582152503069.0,8.88084172830632e+16,0.51253,0.55393,0.5873
MJ99.0024,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,mothone,MJ99.0024-d_Ant_d,1083136.0,815.6592,916.0,-37.2448,213251461302.0,121604390219804.0,7.56615901214104e+16,0.48441000000000006,0.52666,0.56125
MJ99.0024,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,mothone,MJ99.0024-d_Ant_g,1090537.0,813.5291,915.0,-37.4201,213747002486.0,121630963035686.0,7.55287774316154e+16,0.48385,0.5260699999999999,0.56066
MJ99.0024,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,mothone,MJ99.0024-v_Ant_d,1092338.0,813.5006,914.0,-40.566,214211105311.0,121899490538055.0,7.5686780445878e+16,0.4845,0.52675,0.56133
MJ99.0024,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,mothone,MJ99.0024-v_Ant_g,1085008.0,814.7806,916.0,-38.8723,213169999013.0,121407063812969.0,7.5437789475121e+16,0.48389,0.5260699999999999,0.5605899999999999
MJ99.0033,d,Ant,d,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0033-d_Ant_d,752240.0,677.5845,741.0,-13.7418,108326941470.0,51907181756942.0,2.69305791064017e+16,0.51212,0.55353,0.58702
MJ99.0036,d,Ant,d,f,Heliconiinae,Heliconius,numata,arcuella,MJ99.0036-d_Ant_d,846573.0,730.2396,804.0,-25.9577,137800711519.0,70779632974881.0,3.95060877829614e+16,0.5018100000000001,0.54387,0.57809
MJ99.0044,d,Ant,d,m,Heliconiinae,Heliconius,numata,arcuella,MJ99.0044-d_Ant_d,887224.0,746.9934,820.0,-34.3158,158501457709.0,84216861824615.0,4.83905127348004e+16,0.51545,0.5563,0.58934
MJ99.0048,d,Ant,d,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0048-d_Ant_d,1135321.0,845.4782,925.0,-14.9338,244149413912.0,144335202551060.0,9.26265915329091e+16,0.50133,0.5436,0.5777800000000001
MJ99.0049,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0049-d_Ant_g,996717.0,787.2691,866.0,-20.8456,189936685771.0,105309202928963.0,6.33966915806269e+16,0.50408,0.5459,0.5799
MJ99.0053,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0053-d_Ant_g,1110212.0,833.8366,914.0,-23.3311,235923560941.0,138325491953421.0,8.8061423684498e+16,0.50436,0.54645,0.58063
MJ99.0055,d,Ant,d,f,Heliconiinae,Heliconius,numata,arcuella,MJ99.0055-d_Ant_d,1108711.0,821.5637,898.0,-9.1116,234011102661.0,135724252383677.0,8.52087712749965e+16,0.5116,0.55293,0.58633
MJ99.0056,d,Ant,g,m,Heliconiinae,Heliconius,numata,arcuella,MJ99.0056-d_Ant_g,1070597.0,823.528,892.0,-38.2917,222820702678.0,128934352961818.0,8.07986901523251e+16,0.51145,0.5536300000000001,0.5876
MJ99.0060,d,Ant,g,f,Heliconiinae,Heliconius,numata,silvana,MJ99.0060-d_Ant_g,941556.0,751.8185,829.0,-18.0554,162080186480.0,85532999547254.0,4.89651931685314e+16,0.50048,0.5422600000000001,0.57604
MJ99.0061,d,Ant,d,f,Heliconiinae,Heliconius,numata,silvana,MJ99.0061-d_Ant_d,1086846.0,815.6295,893.0,-41.0611,217258492097.0,124063466212887.0,7.69920030876012e+16,0.50067,0.54322,0.57772
MJ99.0063,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0063-d_Ant_d,1064510.0,811.2232,880.0,-47.7714,211207347590.0,119823164560396.0,7.36607315661831e+16,0.50617,0.54867,0.5828300000000001
MJ99.0064,d,Ant,g,f,Heliconiinae,Heliconius,numata,silvana,MJ99.0064-d_Ant_g,669751.0,641.0005,701.0,-16.0595,84026125477.0,37817715178371.0,1.84535273573264e+16,0.5052800000000001,0.54728,0.5812
MJ99.0065,d,Ant,d,f,Heliconiinae,Heliconius,numata,silvana,MJ99.0065-d_Ant_d,1047356.0,808.2353,883.0,-39.7547,207474574533.0,117631914469053.0,7.24033818786556e+16,0.50405,0.5464100000000001,0.5807
MJ99.0067,d,Ant,g,f,Heliconiinae,Heliconius,numata,silvana,MJ99.0067-d_Ant_g,893308.0,742.1616,819.0,-7.9605,149624022485.0,77974675700165.0,4.4132024023025e+16,0.49971000000000004,0.5416300000000001,0.5756399999999999
MJ99.0068,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0068-d_Ant_g,1108390.0,826.0262,886.0,-54.8375,227856916789.0,131400262704733.0,8.19870767915477e+16,0.51174,0.5544600000000001,0.5886100000000001
MJ99.0069,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0069-d_Ant_d,1066920.0,814.8715,886.0,-49.7332,217162914687.0,124302205643001.0,7.70510612841541e+16,0.50921,0.55125,0.5851
MJ99.0070,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0070-d_Ant_d,1036722.0,809.1436,885.0,-59.0578,204066104408.0,115443960319580.0,7.08621707004766e+16,0.50132,0.54362,0.57776
MJ99.0071,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0071-d_Ant_d,986397.0,776.0493,837.0,-32.1553,178819681475.0,96891435874783.0,5.68389176670635e+16,0.50869,0.55125,0.58536
MJ99.0072,v,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0072-v_Ant_g,929270.0,747.8782,814.0,-36.8532,156744343164.0,81899519297492.0,4.63504486165542e+16,0.50455,0.54671,0.58057
MJ99.0073,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0073-d_Ant_g,997973.0,778.6416,846.0,-72.5137,183696353529.0,100224117585691.0,5.92334126482693e+16,0.50713,0.54943,0.58343
MJ99.0075,d,Ant,g,f,Heliconiinae,Heliconius,numata,aurora,MJ99.0075-d_Ant_g,1009289.0,799.6981,875.0,-19.7935,193543876049.0,108286273333333.0,6.58619475645318e+16,0.50047,0.54306,0.57763
MJ99.0077,d,Ant,g,f,Heliconiinae,Heliconius,numata,arcuella,MJ99.0077-d_Ant_g,1099669.0,834.3732,912.0,-12.9899,237049383151.0,139255724429945.0,8.85682074329371e+16,0.5090899999999999,0.55062,0.58413
MJ99.0079,d,Ant,g,m,Heliconiinae,Heliconius,numata,aurora,MJ99.0079-d_Ant_g,1040371.0,793.7673,871.0,-24.1446,204068785219.0,114189716925403.0,6.91190115128989e+16,0.50848,0.5497,0.5828899999999999
MJ99.0080,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ99.0080-d_Ant_d,1070945.0,826.7823,901.0,-57.6419,222685507876.0,129308654507656.0,8.14789673683511e+16,0.5061,0.54857,0.5829
MJ99.0081,d,Ant,g,m,Heliconiinae,Heliconius,numata,aurora,MJ99.0081-d_Ant_g,1094424.0,819.5408,899.0,-27.9171,229668816022.0,133078625921118.0,8.35349524394125e+16,0.50956,0.55108,0.58467
MJ99.0082,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ99.0082-d_Ant_d,1065171.0,815.4057,885.0,-76.584,216741950956.0,124224250680090.0,7.71715673204456e+16,0.5097,0.55206,0.58623
MJ99.0084,d,Ant,g,m,Heliconiinae,Heliconius,numata,aurora,MJ99.0084-d_Ant_g,1147568.0,845.3094,916.0,-66.2176,251808956852.0,149458994409056.0,9.59756248907828e+16,0.51139,0.55337,0.58708
MJ99.0085,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ99.0085-d_Ant_d,1057316.0,823.3288,890.0,-89.6613,213523467944.0,122702554893342.0,7.65483401646984e+16,0.50493,0.54806,0.5828300000000001
MJ99.0088,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0088-d_Ant_d,1030982.0,794.8533,869.0,-15.1206,202335615703.0,113287570942869.0,6.8611652417279e+16,0.50979,0.55118,0.58448
MJ99.0089,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0089-d_Ant_g,1068486.0,809.6981,885.0,-55.2304,211384329241.0,119708799399477.0,7.35025740315758e+16,0.50258,0.54472,0.57868
MJ99.0090,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ99.0090-d_Ant_d,1066432.0,817.8068,894.0,-59.0582,217664742442.0,124845529333538.0,7.75839552101558e+16,0.50535,0.5472,0.5809300000000001
MJ99.0092,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0092-d_Ant_g,926160.0,744.7463,805.0,-32.476,157052680359.0,81974376938291.0,4.62876293434893e+16,0.51154,0.55361,0.58735
MJ99.0101,d,Ant,d,f,Heliconiinae,Heliconius,numata,silvana,MJ99.0101-d_Ant_d,925700.0,758.4623,833.0,-32.4485,162987450226.0,87007250810992.0,5.04404059906922e+16,0.50373,0.54582,0.58001
MJ99.0104,d,Ant,g,f,Heliconiinae,Heliconius,numata,aurora,MJ99.0104-d_Ant_g,855695.0,742.4184,807.0,-12.0006,146517963635.0,76722529426375.0,4.35137312775136e+16,0.51276,0.55462,0.58844
MJ99.0105,d,Ant,d,f,Heliconiinae,Heliconius,numata,aurora,MJ99.0105-d_Ant_d,1013814.0,820.5063,892.0,-32.493,208409056229.0,120305633082373.0,7.54208119939642e+16,0.5082899999999999,0.55091,0.58549
MJ99.0107,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0107-d_Ant_g,962380.0,763.0895,832.0,22.3062,173637837319.0,93247828191541.0,5.41551270358854e+16,0.51054,0.55204,0.5854
MJ99.0111,d,Ant,d,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ99.0111-d_Ant_d,1077210.0,810.3758,903.0,16.0408,222445675334.0,127721830294682.0,7.95499022551619e+16,0.5032399999999999,0.54404,0.57729
MJ99.0121,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0121-d_Ant_g,1184214.0,869.0182,952.0,-19.5528,281366692331.0,173217553805895.0,1.15554920674673e+17,0.51202,0.5534600000000001,0.58709
MJ99.0129,d,Ant,g,f,Heliconiinae,Heliconius,numata,arcuella,MJ99.0129-d_Ant_g,1079586.0,825.4109,909.0,-18.1856,228347585133.0,133056299555961.0,8.40926951666857e+16,0.50595,0.54747,0.58118
MJ99.0132,d,Ant,d,f,Heliconiinae,Heliconius,numata,aurora,MJ99.0132-d_Ant_d,1097746.0,840.8148,913.0,-23.0788,238389699750.0,140839521836786.0,9.01290104117808e+16,0.51041,0.55242,0.5863
MJ99.0134,d,Ant,g,m,Heliconiinae,Heliconius,numata,arcuella,MJ99.0134-d_Ant_g,1083130.0,820.2463,897.0,-53.3339,226890810749.0,131431499874195.0,8.24996467596251e+16,0.5102399999999999,0.55193,0.58567
MJ99.0155,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0155-d_Ant_g,1178972.0,845.1139999999999,925.0,-57.4233,256889265020.0,152506105525662.0,9.82046157891722e+16,0.50464,0.54675,0.58078
MJ99.0159,d,Ant,d,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ99.0159-d_Ant_d,1170200.0,866.9093,959.0,-35.2586,265399901687.0,161485433028917.0,1.06960586284263e+17,0.49659,0.53886,0.57335
MJ99.0178,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ99.0178-d_Ant_d,936419.0,733.9669,792.0,-56.2276,152909457614.0,78544545185436.0,4.3688849793299e+16,0.51022,0.5527,0.58681
MJ99.0191,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0191-d_Ant_d,989876.0,793.0382,877.0,13.2138,189948883932.0,105895206426248.0,6.41760845618618e+16,0.49949,0.5412899999999999,0.5753699999999999
MJ99.0191,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0191-d_Ant_g,997052.0,807.0364,888.0,-7.8197,197449965800.0,111936544790976.0,6.89731223773487e+16,0.5011399999999999,0.5432600000000001,0.57753
MJ99.0191,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0191-v_Ant_d,1001476.0,807.9680000000001,889.0,-7.2933,198812336994.0,112831045349550.0,6.95905198032619e+16,0.5011899999999999,0.54328,0.57753
MJ99.0191,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0191-v_Ant_g,991747.0,791.8776,876.0,15.1395,190252215236.0,105991163979376.0,6.41823049598225e+16,0.49999,0.54173,0.57577
MJ99.0192,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0192-d_Ant_d,1018396.0,786.7257,863.0,4.2522,196360294621.0,109006620451607.0,6.55504815471094e+16,0.50881,0.55018,0.58365
MJ99.0192,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0192-d_Ant_g,1017161.0,787.6077,867.0,11.4138,199284613313.0,111192815063685.0,6.71701225954524e+16,0.51053,0.5515,0.5846899999999999
MJ99.0192,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0192-v_Ant_d,1018299.0,788.55,866.0,7.4374,199576150324.0,111430221589552.0,6.73636163805818e+16,0.51121,0.55232,0.58563
MJ99.0192,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0192-v_Ant_g,1020980.0,787.8617,864.0,3.8226,197292162148.0,109684531443910.0,6.60691819990997e+16,0.50878,0.5502100000000001,0.5837600000000001
MJ99.0193,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0193-d_Ant_d,990484.0,794.2107,883.0,5.8825,188891864344.0,105139150469472.0,6.36151445091751e+16,0.49456000000000006,0.53622,0.57012
MJ99.0193,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0193-d_Ant_g,919327.0,742.7981,843.0,-24.5367,150440485148.0,77870863431324.0,4.38374831068821e+16,0.47986999999999996,0.5209600000000001,0.55433
MJ99.0193,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0193-v_Ant_d,926347.0,748.0385,848.0,-28.2862,153179465204.0,79794270192108.0,4.52245516898683e+16,0.47953,0.5208,0.5543100000000001
MJ99.0193,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0193-v_Ant_g,995182.0,796.2072,886.0,-17.8741,189789511371.0,105760616591521.0,6.4082951355942e+16,0.49288999999999994,0.53461,0.5685600000000001
MJ99.0195,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ99.0195-d_Ant_d,1027684.0,804.4419,891.0,-32.4613,203766055000.0,115574136110160.0,7.13214852614599e+16,0.49976000000000004,0.54174,0.57605
MJ99.0195,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ99.0195-d_Ant_g,1036488.0,803.6341,891.0,-26.5173,204669681703.0,115773686131349.0,7.11995372961242e+16,0.49873,0.54051,0.57458
MJ99.0195,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ99.0195-v_Ant_d,1038391.0,804.3114,891.0,-32.4521,205051427442.0,116033758885682.0,7.1391950700001e+16,0.49873999999999996,0.5405800000000001,0.5747
MJ99.0195,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ99.0195-v_Ant_g,1026223.0,803.4563,889.0,-28.6,203484820376.0,115356047340340.0,7.11426067493256e+16,0.50089,0.54287,0.57719
MJ99.0196,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0196-d_Ant_d,1005191.0,791.3108,877.0,0.5725399999999999,195608027422.0,109312687237670.0,6.62715685637275e+16,0.503,0.5442600000000001,0.5777899999999999
MJ99.0196,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0196-d_Ant_g,999387.0,790.0812,879.0,9.5358,196740592592.0,110199600869180.0,6.69104779056057e+16,0.5047699999999999,0.5455399999999999,0.5787
MJ99.0196,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0196-v_Ant_d,1006119.0,791.5197,880.0,7.8319,197980528623.0,110958479216105.0,6.74159433083563e+16,0.5040899999999999,0.54495,0.57816
MJ99.0196,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0196-v_Ant_g,1009928.0,792.5561,878.0,0.23066,196930344464.0,110172804895264.0,6.68613240588456e+16,0.5029399999999999,0.5442100000000001,0.57773
MJ99.0217,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0217-d_Ant_d,839088.0,708.7674,779.0,-14.0058,126690141428.0,62893926376820.0,3.39420604702797e+16,0.4988,0.54125,0.5757
MJ99.0217,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0217-d_Ant_g,835236.0,709.9792,782.0,-4.9066,127308888500.0,63430361677722.0,3.43588109328831e+16,0.49925,0.5415300000000001,0.5759
MJ99.0217,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0217-v_Ant_d,838073.0,709.5849,781.0,-6.8549,127710657356.0,63606764969912.0,3.44350663219117e+16,0.49983,0.5421100000000001,0.5764699999999999
MJ99.0217,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ99.0217-v_Ant_g,840352.0,707.9015,777.0,-13.9187,126203139465.0,62517026460173.0,3.36647263756244e+16,0.49875,0.54128,0.5757800000000001
